DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Collector (Labslip),Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Sample Comments,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.44","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.31","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","273.9","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","3 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","26.57","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","9.48","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.4","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","273.6","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","4 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","24.58","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","15.79","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.54","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","265","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","5 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","20.46","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","14.2","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","8.31","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","294.1","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","6 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","16.71","DEGREES C","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","7 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","1.58","MG/L","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","7 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.48","SU","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","7 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","337.4","UMHOS/CM","","","07/12/2018 01:30 PM","07/12/2018 01:30 PM","7 Meters","","","","","","","","","","","","703057","","","","","","","","","0.0","0.0","43.98528","-89.55251","","","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","","NA","",""
"99420","DNR_STORET","SECCHI DEPTH HIT BOTTOM","YES","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","07/12/2018 10:41 AM","07/12/2018 10:41 AM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"918","DNR_STORET","CALCIUM TOTAL RECOVERABLE","25.6","MG/L","","","06/28/2018 01:40 PM","07/05/2018 10:42 AM","","0 to 6 Feet","113133790","391533001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","703057","161996158","106900","PLEASANT 062818","PLEASANT 062818","CSLS","PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER","PLEASANT LAKE-DEEP HOLE","REREPORTED TO UPDATE BEGIN COLLECTION TIME","43.98528","-89.55251","43.98528","-89.55251","06/28/2018","12/20/2018","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","Mecan River","Waushara","Upper Fox","WQ030"
"921","DNR_STORET","MAGNESIUM TOTAL RECOVERABLE","17.2","MG/L","","","06/28/2018 01:40 PM","07/05/2018 10:42 AM","","0 to 6 Feet","113133790","391533001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","703057","161996158","106900","PLEASANT 062818","PLEASANT 062818","CSLS","PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER","PLEASANT LAKE-DEEP HOLE","REREPORTED TO UPDATE BEGIN COLLECTION TIME","43.98528","-89.55251","43.98528","-89.55251","06/28/2018","12/20/2018","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","Mecan River","Waushara","Upper Fox","WQ030"
"899","DNR_STORET","HARDNESS TOTAL RECOVERABLE CALCULATION","135","MG/L","","","06/28/2018 01:40 PM","07/05/2018 10:42 AM","","0 to 6 Feet","113133790","391533001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.660","","2.00","","703057","161996158","106900","PLEASANT 062818","PLEASANT 062818","CSLS","PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER","PLEASANT LAKE-DEEP HOLE","REREPORTED TO UPDATE BEGIN COLLECTION TIME","43.98528","-89.55251","43.98528","-89.55251","06/28/2018","12/20/2018","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","Mecan River","Waushara","Upper Fox","WQ030"
"95","DNR_STORET","CONDUCTIVITY, UMHOS/CM @ 25C","267","uS/cm","","","06/28/2018 01:40 PM","07/11/2018 10:40 AM","","0 to 6 Feet","113133790","391533001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","10.0","","10.0","","703057","161996158","106900","PLEASANT 062818","PLEASANT 062818","CSLS","PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER","PLEASANT LAKE-DEEP HOLE","REREPORTED TO UPDATE BEGIN COLLECTION TIME","43.98528","-89.55251","43.98528","-89.55251","06/28/2018","12/20/2018","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","Mecan River","Waushara","Upper Fox","WQ030"
"403","DNR_STORET","PH LAB","8.68","SU","","","06/28/2018 01:40 PM","07/11/2018 10:40 AM","","0 to 6 Feet","113133790","391533001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","","","","","703057","161996158","106900","PLEASANT 062818","PLEASANT 062818","CSLS","PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER","PLEASANT LAKE-DEEP HOLE","REREPORTED TO UPDATE BEGIN COLLECTION TIME","43.98528","-89.55251","43.98528","-89.55251","06/28/2018","12/20/2018","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","Mecan River","Waushara","Upper Fox","WQ030"
"410","DNR_STORET","ALKALINITY TOTAL CACO3","130","MG/L","","","06/28/2018 01:40 PM","07/11/2018 10:40 AM","","0 to 6 Feet","113133790","391533001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","2.55","","2.55","","703057","161996158","106900","PLEASANT 062818","PLEASANT 062818","CSLS","PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER","PLEASANT LAKE-DEEP HOLE","REREPORTED TO UPDATE BEGIN COLLECTION TIME","43.98528","-89.55251","43.98528","-89.55251","06/28/2018","12/20/2018","703057","Pleasant Lake - Deep Hole","106900","Pleasant Lake","LAKE-DEEPEST SPOT","Mecan River","Waushara","Upper Fox","WQ030"
"95","DNR_STORET","CONDUCTIVITY, UMHOS/CM @ 25C","278","uS/cm","","","06/28/2018 12:00 PM","07/11/2018 10:47 AM","","0 to 6 Feet","113133790","391533002","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","10.0","","10.0","","10050786","161996056","1012500","PLAINFIELD 062818","PLAINFIELD 062818","CSLS","INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/28/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"403","DNR_STORET","PH LAB","7.78","SU","","","06/28/2018 12:00 PM","07/11/2018 10:47 AM","","0 to 6 Feet","113133790","391533002","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","","","","","10050786","161996056","1012500","PLAINFIELD 062818","PLAINFIELD 062818","CSLS","INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/28/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"410","DNR_STORET","ALKALINITY TOTAL CACO3","128","MG/L","","","06/28/2018 12:00 PM","07/11/2018 10:47 AM","","0 to 6 Feet","113133790","391533002","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","2.55","","2.55","","10050786","161996056","1012500","PLAINFIELD 062818","PLAINFIELD 062818","CSLS","INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/28/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"918","DNR_STORET","CALCIUM TOTAL RECOVERABLE","27.7","MG/L","","","06/28/2018 12:00 PM","07/05/2018 10:48 AM","","0 to 6 Feet","113133790","391533002","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","10050786","161996056","1012500","PLAINFIELD 062818","PLAINFIELD 062818","CSLS","INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/28/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"921","DNR_STORET","MAGNESIUM TOTAL RECOVERABLE","14.8","MG/L","","","06/28/2018 12:00 PM","07/05/2018 10:48 AM","","0 to 6 Feet","113133790","391533002","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","10050786","161996056","1012500","PLAINFIELD 062818","PLAINFIELD 062818","CSLS","INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/28/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"899","DNR_STORET","HARDNESS TOTAL RECOVERABLE CALCULATION","130","MG/L","","","06/28/2018 12:00 PM","07/05/2018 10:48 AM","","0 to 6 Feet","113133790","391533002","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.660","","2.00","","10050786","161996056","1012500","PLAINFIELD 062818","PLAINFIELD 062818","CSLS","INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/28/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"918","DNR_STORET","CALCIUM TOTAL RECOVERABLE","9.05","MG/L","","","06/28/2018 10:15 AM","07/05/2018 10:58 AM","","0 to 1.5 Meters","113133790","391533003","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","703032","161995971","1000800","LONG 062818","LONG 062818","CSLS","LONG LAKE DEEP HOLE - INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/28/2018","07/20/2018","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"921","DNR_STORET","MAGNESIUM TOTAL RECOVERABLE","4.86","MG/L","","","06/28/2018 10:15 AM","07/05/2018 10:58 AM","","0 to 1.5 Meters","113133790","391533003","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","703032","161995971","1000800","LONG 062818","LONG 062818","CSLS","LONG LAKE DEEP HOLE - INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/28/2018","07/20/2018","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"899","DNR_STORET","HARDNESS TOTAL RECOVERABLE CALCULATION","42.6","MG/L","","","06/28/2018 10:15 AM","07/05/2018 10:58 AM","","0 to 1.5 Meters","113133790","391533003","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.660","","2.00","","703032","161995971","1000800","LONG 062818","LONG 062818","CSLS","LONG LAKE DEEP HOLE - INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/28/2018","07/20/2018","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"95","DNR_STORET","CONDUCTIVITY, UMHOS/CM @ 25C","92.4","uS/cm","","","06/28/2018 10:15 AM","07/11/2018 10:51 AM","","0 to 1.5 Meters","113133790","391533003","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","10.0","","10.0","","703032","161995971","1000800","LONG 062818","LONG 062818","CSLS","LONG LAKE DEEP HOLE - INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/28/2018","07/20/2018","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"403","DNR_STORET","PH LAB","7.39","SU","","","06/28/2018 10:15 AM","07/11/2018 10:51 AM","","0 to 1.5 Meters","113133790","391533003","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","","","","","703032","161995971","1000800","LONG 062818","LONG 062818","CSLS","LONG LAKE DEEP HOLE - INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/28/2018","07/20/2018","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"410","DNR_STORET","ALKALINITY TOTAL CACO3","43.8","MG/L","","","06/28/2018 10:15 AM","07/11/2018 10:51 AM","","0 to 1.5 Meters","113133790","391533003","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B","","","2.55","","2.55","","703032","161995971","1000800","LONG 062818","LONG 062818","CSLS","LONG LAKE DEEP HOLE - INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/28/2018","07/20/2018","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"918","DNR_STORET","CALCIUM TOTAL RECOVERABLE","30.0","MG/L","","","07/12/2018 10:41 AM","07/18/2018 11:15 AM","","0 to 1.5 Meters","113133790","394040001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","10050786","161996028","1012500","PLA71218","PLA71218","CSLS","","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","07/12/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"921","DNR_STORET","MAGNESIUM TOTAL RECOVERABLE","16.0","MG/L","","","07/12/2018 10:41 AM","07/18/2018 11:15 AM","","0 to 1.5 Meters","113133790","394040001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.100","","0.300","","10050786","161996028","1012500","PLA71218","PLA71218","CSLS","","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","07/12/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"899","DNR_STORET","HARDNESS TOTAL RECOVERABLE CALCULATION","141","MG/L","","","07/12/2018 10:41 AM","07/18/2018 11:15 AM","","0 to 1.5 Meters","113133790","394040001","CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","EPA 200.7","","","0.660","","2.00","","10050786","161996028","1012500","PLA71218","PLA71218","CSLS","","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","07/12/2018","07/20/2018","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
